Country,Year,Month,Branch,Position,Name,Status,Gender,File,CIA Updated,Created,First Name,ga_first_name,ga_gender,ga_accuracy,ga_samples
Angola,2020,January,NA,Min. of Youth & Sports,Ana Paula Sacramento NETO,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Ana Paula Sacramento,Ana Paula Sacramento,female,98,1206
Angola,2020,January,NA,"Min. in the Office of the Presidency, Civil Affairs",Frederico Manuel Dos Santos e Silva CARDOSO,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Frederico Manuel Dos Santos e Silva,Frederico Manuel Dos Santos Silva,male,98,2169
Angola,2020,January,NA,Min. of State for Economic and Social Development,Manuel Jose Nunes JUNIOR,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Manuel Jose Nunes,Manuel Jose Nunes,male,99,3445
Angola,2020,January,NA,"Governor, National Bank of Angola",Jose de Lima MASSANO,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Jose de Lima,Jose de Lima,male,98,1644
Angola,2020,January,NA,Attorney Gen.,Helder Fernando Pitta GROS,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Helder Fernando Pitta,Helder Fernando,male,99,1755
Angola,2020,January,NA,Ambassador to the US,Joaquim do ESPIRITO SANTO,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Joaquim do,Joaquim Do,male,99,689
Angola,2020,January,NA,"Permanent Representative to the UN, New York",Maria de Jesus dos Reis FERREIRA,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Maria de Jesus dos Reis,Maria de Jesus Dos Reis,female,81,992
Antigua and Barbuda,2020,January,NA,Governor Gen.,Rodney WILLIAMS,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Rodney,Rodney,male,99,5408
Antigua and Barbuda,2020,January,NA,Prime Min.,Gaston BROWNE,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Gaston,Gaston,male,98,4028
Antigua and Barbuda,2020,January,NA,Senior Min.,Lester BIRD,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Lester,Lester,male,99,4951
Antigua and Barbuda,2020,January,NA,"Min. of Agriculture, Fisheries, & Barbuda Affairs",Dean JONAS,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Dean,Dean,male,75,4
Antigua and Barbuda,2020,January,NA,"Min. of Education, Science, & Technology",Michael BROWNE,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Michael,Michael,male,100,13
Antigua and Barbuda,2020,January,NA,"Min. of Foreign Affairs, Immigration, & Intl. Trade",Paul GREENE,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Paul,Paul,male,75,4
Antigua and Barbuda,2020,January,NA,"Min. of Health, Wellness, & the Environment",Molwyn JOSEPH,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Molwyn,,,,
Antigua and Barbuda,2020,January,NA,"Min. of Housing, Lands, & Urban Renewal",Maria BROWNE,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Maria,Maria,female,83,6
Antigua and Barbuda,2020,January,NA,"Min. of Information, Broadcasting, Telecommunications, & Information Technology",Melford NICHOLAS,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Melford,Melford,male,100,32
Antigua and Barbuda,2020,January,NA,"Min. of Legal Affairs, Public Safety, & Labor",Steadroy BENJAMIN,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Steadroy,Steadroy,male,100,2
Antigua and Barbuda,2020,January,NA,"Min. of Public Utilities, Civil Aviation, & Energy",Robin YEARWOOD,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Robin,Robin,male,75,32295
Antigua and Barbuda,2020,January,NA,Min. of Social Transformation & Human Resource Development,Samantha Nicole MARSHALL,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Samantha Nicole,Samantha Nicole,female,75,4
Antigua and Barbuda,2020,January,NA,"Min. of Sports, Culture, National Festivals, & the Arts",Daryll MATHEW,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Daryll,Daryll,male,75,4
Antigua and Barbuda,2020,January,NA,Min. of Tourism & Economic Development,Charles FERNANDEZ,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Charles,Charles,male,100,2
Antigua and Barbuda,2020,January,NA,Min. of Works,Lennox WESTON,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Lennox,Lennox,male,75,4
Antigua and Barbuda,2020,January,NA,Ambassador to the US,Ronald SANDERS,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Ronald,Ronald,male,100,2
Antigua and Barbuda,2020,January,NA,"Permanent Representative to the UN, New York",Walton Alfonso WEBSON,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Walton Alfonso,Walton Alfonso,male,99,24808
Argentina,2020,January,NA,Pres.,Alberto FERNANDEZ,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Alberto,Alberto,male,100,914
Argentina,2020,January,NA,Vice Pres.,Cristina FERNANDEZ DE KIRCHNER,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Cristina,Cristina,female,99,776
Argentina,2020,January,NA,Chief of Cabinet,Santiago CAFIERO,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Santiago,Santiago,male,100,1694
Argentina,2020,January,NA,"Min. of Agriculture, Livestock, & Fishing",Luis BASTERRA,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Luis,Luis,male,100,2064
Argentina,2020,January,NA,Min. of Culture,Tristan BAUER,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Tristan,Tristan,male,86,7
Argentina,2020,January,NA,Min. of Defense,Agustin ROSSI,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Agustin,Agustin,male,100,1415
Argentina,2020,January,NA,Min. of Economy,Martin GUZMAN,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Martin,Martin,male,99,2957
Argentina,2020,January,NA,Min. of Education,Nicolas TROTTA,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Nicolas,Nicolas,male,99,2470
Argentina,2020,January,NA,Min. of Environment & Sustainable Development,Juan CABANDIE,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Juan,Juan,male,99,3049
Argentina,2020,January,NA,Min. of Foreign Relations & Worship,Felipe SOLA,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Felipe,Felipe,male,99,271
Argentina,2020,January,NA,Min. of Health,Gines GONZALEZ GARCIA,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Gines,Gines,male,100,6
Argentina,2020,January,NA,Min. of the Interior,Eduardo DE PEDRO,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Eduardo,Eduardo,male,99,1517
Argentina,2020,January,NA,Min. of Justice & Human Rights,Marcela LOSARDO,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Marcela,Marcela,female,98,1148
Argentina,2020,January,NA,Min. of Labor,Claudio MORONI,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Claudio,Claudio,male,100,1320
Argentina,2020,January,NA,Min. of Productive Development,Matias KULFAS,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Matias,Matias,male,100,3217
Argentina,2020,January,NA,Min. of Public Works & Infrastructure,Gabriel KATOPODIS,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Gabriel,Gabriel,male,100,2341
Argentina,2020,January,NA,Min. of Science & Technology,Roberto SALVAREZZA,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Roberto,Roberto,male,99,1290
Argentina,2020,January,NA,Min. of Security,Sabina FREDERIC,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Sabina,Sabina,female,100,35
Argentina,2020,January,NA,Min. of Social Development,Daniel ARROYO,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Daniel,Daniel,male,100,3399
Argentina,2020,January,NA,Min. of Territorial Development & Housing,Maria Eugenia BIELSA,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Maria Eugenia,Maria Eugenia,female,98,304
Argentina,2020,January,NA,Min. of Transportation,Mario MEONI,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Mario,Mario,male,99,1127
Argentina,2020,January,NA,"Min. for Women, Gender, & Diversity",Elizabeth GOMEZ ALCORTA,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Elizabeth,Elizabeth,female,99,459
Argentina,2020,January,NA,"Pres., Central Bank",Miguel Angel PESCE,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Miguel Angel,Miguel Angel,male,100,556
Argentina,2020,January,NA,Ambassador to the US,Fernando ORIS DE ROA,Titular,NA,January2020ChiefsDirectory.pdf,11-Dec-19,10/6/2021 1:05,Fernando,Fernando,male,100,2848
Armenia,2020,January,NA,Pres.,Armen SARGSYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Armen,Armen,male,99,718
Armenia,2020,January,NA,Prime Min.,Nikol PASHINYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Nikol,Nikol,male,75,4
Armenia,2020,January,NA,Dep. Prime Min.,Tigran AVINYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Tigran,Tigran,male,100,376
Armenia,2020,January,NA,Dep. Prime Min.,Mher GRIGORYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Mher,Mher,male,99,95
Armenia,2020,January,NA,President's Chief of Staff,Eduard AGHAJANYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Eduard,Eduard,male,100,76
Armenia,2020,January,NA,Min. of Defense,Davit TONOYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Davit,Davit,male,100,156
Armenia,2020,January,NA,"Min. of Education, Science, Culture, & Sport",Arayik HARUTYUNYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Arayik,Arayik,male,100,21
Armenia,2020,January,NA,Min. of Emergency Situations,Feliks TSOLAKYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Feliks,Feliks,male,100,3
Armenia,2020,January,NA,Min. of Environment,Erik GRIGORYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Erik,Erik,male,99,85
Armenia,2020,January,NA,Min. of Finance,Atom JANJUGHAZYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Atom,Atom,male,100,3
Armenia,2020,January,NA,Min. of Foreign Affairs,Zohrab MNATSAKANYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Zohrab,Zohrab,male,100,9
Armenia,2020,January,NA,Min. of Health,Arsen TOROSYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Arsen,Arsen,male,100,239
Armenia,2020,January,NA,Min. of High-Tech Industries,Hakob ARSHAKYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Hakob,Hakob,male,100,103
Armenia,2020,January,NA,Min. of Justice,Rustam BADASYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Rustam,Rustam,male,100,2
Armenia,2020,January,NA,Min. of Labor & Social Affairs,Zaruhi BATOYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Zaruhi,Zaruhi,female,100,11
Armenia,2020,January,NA,Min. of Territorial Admin. & Infrastructure,Suren PAPIKYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Suren,Suren,male,99,108
Armenia,2020,January,NA,"Chmn., Central Bank of Armenia",Artur JAVADYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Artur,Artur,male,99,528
Armenia,2020,January,NA,Ambassador to the US,Varuzhan NERSESSYAN,Titular,NA,January2020ChiefsDirectory.pdf,20-Nov-19,10/6/2021 1:05,Varuzhan,Varuzhan,male,100,7
Aruba,2020,January,NA,Governor,Fredis REFUNJOL,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Fredis,Fredis,male,90,39
Aruba,2020,January,NA,Prime Min.,Michiel Godfried EMAN,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Michiel Godfried,Michiel Godfried,male,99,1877
Aruba,2020,January,NA,Min. of Culture,Michelle HOOYBOER-WINKLAAR,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Michelle,Michelle,female,100,6
Aruba,2020,January,NA,Min. of Finance & Economic Affairs,Mike DE MEZA,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Mike,Mike,male,100,2
Aruba,2020,January,NA,Min. of Infrastructure,Benny SEVINGER,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Benny,Benny,male,94,11422
Aruba,2020,January,NA,Min. of Justice & Education,Arthur DOWERS,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Arthur,Arthur,male,100,2
Aruba,2020,January,NA,Min. of Public Health & Sport,Richard VISSER,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Richard,Richard,male,100,7
Aruba,2020,January,NA,"Min. of Tourism, Transportation, & Labor",Otmar ODUBER,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Otmar,Otmar,male,99,244
Aruba,2020,January,NA,Attorney Gen.,Taco STEIN,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,Taco,Taco,male,88,303
Aruba,2020,January,NA,"Pres., Central Bank",J. R. SEMELEER,Titular,NA,January2020ChiefsDirectory.pdf,N/A,10/6/2021 1:05,J.,J.,male,82,2236
Australia,2020,January,NA,Governor Gen.,"David John HURLEY, Gen (Ret.)",Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,David John,David John,male,100,7567
Australia,2020,January,NA,Prime Min.,Scott MORRISON,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Scott,Scott,male,100,1287
Australia,2020,January,NA,Min. for Agriculture,Bridget MCKENZIE,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Bridget,Bridget,female,98,91
Australia,2020,January,NA,Min. for Defense,Linda REYNOLDS,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Linda,Linda,female,98,523
Australia,2020,January,NA,Min. for Defense Industry,Melissa PRICE,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Melissa,Melissa,female,99,722
Australia,2020,January,NA,Min. for Education,Dan TEHAN,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Dan,Dan,male,98,595
Australia,2020,January,NA,"Min. for Employment, Skills, & Small & Family Business",Michaelia CASH,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Michaelia,Michaelia,female,94,16
Australia,2020,January,NA,Min. for Energy & Emissions Reduction,Angus TAYLOR,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Angus,Angus,male,100,207
Australia,2020,January,NA,Min. for the Environment,Sussan LEY,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Sussan,Sussan,female,100,4
Australia,2020,January,NA,Min. for Families & Social Services,Anne RUSTON,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Anne,Anne,female,98,364
Australia,2020,January,NA,Min. for Finance,Mathias Hubert Paul CORMANN,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Mathias Hubert Paul,Mathias Hubert Paul,male,100,2723
Australia,2020,January,NA,Min. for Foreign Affairs,Marise PAYNE,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Marise,Marise,female,100,2
Australia,2020,January,NA,Min. for Govt. Services,Stuart ROBERT,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Stuart,Stuart,male,100,489
Australia,2020,January,NA,Min. for Health,Gregory Andrew HUNT,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Gregory Andrew,Gregory Andrew,male,100,3318
Australia,2020,January,NA,Min. for Home Affairs,Peter Craig DUTTON,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Peter Craig,Peter Craig,male,100,4066
Australia,2020,January,NA,"Min. for Immigration, Citizenship, Migrant Services, & Multicultural Affairs",David COLEMAN,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,David,David,male,100,4352
Australia,2020,January,NA,Min. for Indigenous Australians,Ken WYATT,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Ken,Ken,male,100,405
Australia,2020,January,NA,Min. for Industrial Relations,Christian PORTER,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Christian,Christian,male,100,48300
Australia,2020,January,NA,"Min. for Industry, Science, & Technology",Karen ANDREWS,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Karen,Karen,female,99,886
Australia,2020,January,NA,Min. for Intl. Development & the Pacific,Alex HAWKE,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Alex,Alex,male,89,1549
Australia,2020,January,NA,"Min. for Population, Cities, & Urban Infrastructure",Alan TUDGE,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Alan,Alan,male,100,609
Australia,2020,January,NA,"Min. for Regional Services, Decentralization, & Local Govt.",Mark COULTON,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Mark,Mark,male,100,48064
Australia,2020,January,NA,Min. for Resources & Northern Australia,Matt CANAVAN,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Matt,Matt,male,100,1608
Australia,2020,January,NA,"Min. for Trade, Tourism, & Investment",Simon BIRMINGHAM,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Simon,Simon,male,100,1366
Australia,2020,January,NA,Min. for Veterans & Defense Personnel,Darren CHESTER,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Darren,Darren,male,100,659
Australia,2020,January,NA,Min. Assisting the Prime Min. for the Public Service & Cabinet,Greg HUNT,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Greg,Greg,male,100,924
Australia,2020,January,NA,Treasurer,Josh FRYDENBERG,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Josh,Josh,male,100,819
Australia,2020,January,NA,"Governor, Reserve Bank of Australia",Philip LOWE,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Philip,Philip,male,100,390
Australia,2020,January,NA,Ambassador to the US,"Joseph ""Joe"" Benedict HOCKEY",Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Joseph  Joe  Benedict,Joseph Joe Benedict,male,100,984
Australia,2020,January,NA,"Permanent Representative to the UN, New York",Mitchell Peter FIFIELD,Titular,NA,January2020ChiefsDirectory.pdf,1-Nov-19,10/6/2021 1:05,Mitchell Peter,Mitchell Peter,male,100,3391
Austria,2020,January,NA,Pres.,Alexander VAN DER BELLEN,Titular,NA,January2020ChiefsDirectory.pdf,26-Dec-19,10/6/2021 1:05,Alexander,Alexander,male,99,1698
Austria,2020,January,NA,Chancellor,Brigitte BIERLEIN,Titular,NA,January2020ChiefsDirectory.pdf,26-Dec-19,10/6/2021 1:05,Brigitte,Brigitte,female,98,603
Austria,2020,January,NA,Vice Chancellor,Clemens JABLONER,Titular,NA,January2020ChiefsDirectory.pdf,26-Dec-19,10/6/2021 1:05,Clemens,Clemens,male,100,232
Austria,2020,January,NA,Min. for Defense,Thomas STARLINGER,Titular,NA,January2020ChiefsDirectory.pdf,26-Dec-19,10/6/2021 1:05,Thomas,Thomas,male,100,4185
Austria,2020,January,NA,"Min. for Digitalization, Business, & Enterprise",Elisabeth UDOLF-STROBL,Titular,NA,January2020ChiefsDirectory.pdf,26-Dec-19,10/6/2021 1:05,Elisabeth,Elisabeth,female,99,781
Austria,2020,January,NA,"Min. for Education, Science, & Research",Iris Eliisa RAUSKALA,Titular,NA,January2020ChiefsDirectory.pdf,26-Dec-19,10/6/2021 1:05,Iris Eliisa,Iris Eliisa,female,96,266
Austria,2020,January,NA,Min. for Interior,Wolfgang PESCHORN,Titular,NA,January2020ChiefsDirectory.pdf,26-Dec-19,10/6/2021 1:05,Wolfgang,Wolfgang,male,99,1765
Austria,2020,January,NA,"Min. for Transport, Innovation, & Technology",Andreas REICHHARDT,Titular,NA,January2020ChiefsDirectory.pdf,26-Dec-19,10/6/2021 1:05,Andreas,Andreas,male,98,3012
Austria,2020,January,NA,"Min. Within the Chancellery for Families, Women, & Youth",Ines STILLING,Titular,NA,January2020ChiefsDirectory.pdf,26-Dec-19,10/6/2021 1:05,Ines,Ines,female,99,198
Austria,2020,January,NA,"Governor, Austrian National Bank",Ewald NOWOTNY,Titular,NA,January2020ChiefsDirectory.pdf,26-Dec-19,10/6/2021 1:05,Ewald,Ewald,male,99,160
Austria,2020,January,NA,"Permanent Representative to the UN, New York",Jan KICKERT,Titular,NA,January2020ChiefsDirectory.pdf,26-Dec-19,10/6/2021 1:05,Jan,Jan,male,98,390
Azerbaijan,2020,January,NA,Pres.,Ilham ALIYEV,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Ilham,Ilham,male,98,271
Azerbaijan,2020,January,NA,First Vice Pres.,Mehriban ALIYEVA,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Mehriban,Mehriban,female,94,87
Azerbaijan,2020,January,NA,Prime Min.,Ali ASADOV,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Ali,Ali,male,99,921
Azerbaijan,2020,January,NA,First Dep. Prime Min.,Yaqub EYYUBOV,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Yaqub,Yaqub,male,100,20
Azerbaijan,2020,January,NA,Dep. Prime Min.,Shahin MUSTAFAYEV,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Shahin,Shahin,male,98,244
Azerbaijan,2020,January,NA,Min. of Agriculture,Inam KARIMOV,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Inam,Inam,male,100,3
Azerbaijan,2020,January,NA,Min. of Culture & Tourism,Abulfaz GARAYEV,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Abulfaz,Abulfaz,male,100,21
Azerbaijan,2020,January,NA,Min. of Defense,"Zakir HASANOV, Col. Gen.",Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Zakir,Zakir,male,98,61
Azerbaijan,2020,January,NA,Min. of Defense Industry,"Madat GULIYEV, Col. Gen.",Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Madat,Madat,male,100,5
Azerbaijan,2020,January,NA,Min. of Ecology & Natural Resources,Mukhtar BABAYEV,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Mukhtar,Mukhtar,male,75,4
Azerbaijan,2020,January,NA,Min. of Economy,Mikayil JABBAROV,Titular,NA,January2020ChiefsDirectory.pdf,31-Oct-19,10/6/2021 1:05,Mikayil,Mikayil,male,100,41
